Mass,Treatment,Fraction,Day,RunNum,Intensity
3434.73,NC,pellet,23,13,96576.56
3438.64,NC,pellet,23,13,71298.46
3568.06,NC,pellet,23,13,1412774.76
3568.57,NC,pellet,23,13,479682.78
3599.7,NC,pellet,23,13,98372.86
3641.45,NC,pellet,23,13,39081.5
3658.27,NC,pellet,23,13,189259.21
3662.66,NC,pellet,23,13,69132.12
3672.87,NC,pellet,23,13,88678.83
3704.1,NC,pellet,23,13,172076.98
3804.95,NC,pellet,23,13,59450.63
3809.96,NC,pellet,23,13,77709.03
3869.78,NC,pellet,23,13,3672.44
4169.15,NC,pellet,23,13,103838.22
4176.71,NC,pellet,23,13,4167.12
4272.16,NC,pellet,23,13,1749506.74
4442.27,NC,pellet,23,13,86376.26
4445.22,NC,pellet,23,13,4724001.05
4459.26,NC,pellet,23,13,322112.69
4558.31,NC,pellet,23,13,1983442.62
4564.48,NC,pellet,23,13,186593.76
4579.33,NC,pellet,23,13,89227.56
4589.52,NC,pellet,23,13,226724.25
4603.18,NC,pellet,23,13,245221.46
4621.49,NC,pellet,23,13,146480.51
4655.39,NC,pellet,23,13,134486.01
4674.67,NC,pellet,23,13,327435.56
4705.37,NC,pellet,23,13,1512129.94
4723.69,NC,pellet,23,13,205120.2
4735.38,NC,pellet,23,13,93876.01
4807.87,NC,pellet,23,13,2076.49
4816.75,NC,pellet,23,13,312758.29
4824.8,NC,pellet,23,13,66633.29
4842.42,NC,pellet,23,13,1156446.76
4850.73,NC,pellet,23,13,260478.54
4857.24,NC,pellet,23,13,337005.93
4906.56,NC,pellet,23,13,73153.97
4943.09,NC,pellet,23,13,176496.67
4948.21,NC,pellet,23,13,5585.16
4964.84,NC,pellet,23,13,80048.94
4969.83,NC,pellet,23,13,1486086.64
5021.62,NC,pellet,23,13,62930.58
5118.11,NC,pellet,23,13,106333.26
5165.95,NC,pellet,23,13,2459093.82
5329.02,NC,pellet,23,13,1221689.61
5453.81,NC,pellet,23,13,58025.34
5630.33,NC,pellet,23,13,34060.31
5657.86,NC,pellet,23,13,56738.52
5826.99,NC,pellet,23,13,34173.08
6020.09,NC,pellet,23,13,10620.77
6050.11,NC,pellet,23,13,402944.79
6075.12,NC,pellet,23,13,945053.3
6085.78,NC,pellet,23,13,1501156.06
6096.42,NC,pellet,23,13,108388.44
6120.5,NC,pellet,23,13,96327.96
6153.82,NC,pellet,23,13,94623.19
6169.41,NC,pellet,23,13,1161394.73
6195.15,NC,pellet,23,13,233988.69
6199.83,NC,pellet,23,13,83612.04
6253.64,NC,pellet,23,13,48399.51
6295.66,NC,pellet,23,13,5822.41
6313.89,NC,pellet,23,13,147376.18
6379,NC,pellet,23,13,54279.78
6394.99,NC,pellet,23,13,3654.53
6397.52,NC,pellet,23,13,185489.69
6414.93,NC,pellet,23,13,437950.86
6436.02,NC,pellet,23,13,44826.05
6439.87,NC,pellet,23,13,45166.33
6452.02,NC,pellet,23,13,1919.04
6507.06,NC,pellet,23,13,1142561.8
6511.56,NC,pellet,23,13,4125368.52
6515.79,NC,pellet,23,13,2299.1
6523.05,NC,pellet,23,13,108272.37
6540.03,NC,pellet,23,13,4443.06
6560.97,NC,pellet,23,13,21945.04
6600.79,NC,pellet,23,13,3676.49
6605.01,NC,pellet,23,13,19443.75
6610.63,NC,pellet,23,13,2354394.22
6627.87,NC,pellet,23,13,8410.05
6643.89,NC,pellet,23,13,405041.88
6659.88,NC,pellet,23,13,105590.08
6675.88,NC,pellet,23,13,3216.8
6676.82,NC,pellet,23,13,540642.74
6690.83,NC,pellet,23,13,857994.07
6696.73,NC,pellet,23,13,22964.78
6704.17,NC,pellet,23,13,211882.37
6706.86,NC,pellet,23,13,14958.06
6708.85,NC,pellet,23,13,346526.6
6712.71,NC,pellet,23,13,1922.7
6715.2,NC,pellet,23,13,63412.38
6741.87,NC,pellet,23,13,28719.58
6757.85,NC,pellet,23,13,4369.21
6805.94,NC,pellet,23,13,12382.49
6820.94,NC,pellet,23,13,1792.53
6939.26,NC,pellet,23,13,132197.54
7021.94,NC,pellet,23,13,249376.51
7244.41,NC,pellet,23,13,51310.94
7369.44,NC,pellet,23,13,2552424.3
7480.83,NC,pellet,23,13,41214.9
7586.96,NC,pellet,23,13,7522.68
7596.58,NC,pellet,23,13,3974319.71
7603.73,NC,pellet,23,13,2852.16
7612.57,NC,pellet,23,13,49387.16
7618.58,NC,pellet,23,13,167420.91
7650.49,NC,pellet,23,13,85721.17
7741.94,NC,pellet,23,13,1434.55
7749,NC,pellet,23,13,438.63
7752.71,NC,pellet,23,13,250011.73
7910,NC,pellet,23,13,11238.84
7998.09,NC,pellet,23,13,704772.89
9035.61,NC,pellet,23,13,10734.62
9086.39,NC,pellet,23,13,170157.9
9102.39,NC,pellet,23,13,88043.18
9117.88,NC,pellet,23,13,52019.1
9118.38,NC,pellet,23,13,61370.52
9128.91,NC,pellet,23,13,565.25
9134.39,NC,pellet,23,13,44941.36
9149.36,NC,pellet,23,13,6193.25
9162.32,NC,pellet,23,13,31976.04
9214.35,NC,pellet,23,13,784.28
9230.71,NC,pellet,23,13,53730.82
9257.02,NC,pellet,23,13,3648.32
9259.75,NC,pellet,23,13,55795.93
9277.69,NC,pellet,23,13,42731.7
9402.31,NC,pellet,23,13,46286.35
9885.93,NC,pellet,23,13,25346.96
10390.42,NC,pellet,23,13,22718.55
10593.26,NC,pellet,23,13,5348444.69
10636.71,NC,pellet,23,13,294.9
10707.82,NC,pellet,23,13,988.02
10935.94,NC,pellet,23,13,5447.57
11299.41,NC,pellet,23,13,3791089.32
11341.43,NC,pellet,23,13,464152.96
11720.13,NC,pellet,23,13,483437.08
12049.42,NC,pellet,23,13,4605794.96
12243.81,NC,pellet,23,13,29349.43
12376.4,NC,pellet,23,13,5194672.37
12509.75,NC,pellet,23,13,574.97
12531.68,NC,pellet,23,13,111577.11
13014.23,NC,pellet,23,13,8189.21
13096.2,NC,pellet,23,13,812.17
13296.18,NC,pellet,23,13,1806.24
13643,NC,pellet,23,13,395217.92
13706.45,NC,pellet,23,13,277582.11
13721.59,NC,pellet,23,13,1008365.11
13736.46,NC,pellet,23,13,895228.5
13750.63,NC,pellet,23,13,4902103.3
13765.53,NC,pellet,23,13,22513160.85
13780.67,NC,pellet,23,13,40588903.71
13795.53,NC,pellet,23,13,9842147.19
13808.65,NC,pellet,23,13,3394286.73
13822.67,NC,pellet,23,13,3991900.18
13837.65,NC,pellet,23,13,454925.18
13850.69,NC,pellet,23,13,294761.01
13864.52,NC,pellet,23,13,394741.61
13878.56,NC,pellet,23,13,355377.08
13888.11,NC,pellet,23,13,4118533.65
13896.81,NC,pellet,23,13,891303.66
13903.98,NC,pellet,23,13,6055006.09
13922.01,NC,pellet,23,13,3272533.07
13927.5,NC,pellet,23,13,645525.35
13943.13,NC,pellet,23,13,2069465.94
13950.94,NC,pellet,23,13,94183.48
13959.16,NC,pellet,23,13,42311406.09
13976.15,NC,pellet,23,13,6567262.99
13990.13,NC,pellet,23,13,171271.77
13997.99,NC,pellet,23,13,2261216.34
14008.02,NC,pellet,23,13,16396580.12
14022.84,NC,pellet,23,13,242968.9
14037.03,NC,pellet,23,13,750579.7
14050.04,NC,pellet,23,13,354359.37
14068.54,NC,pellet,23,13,808305.62
14088.02,NC,pellet,23,13,1707415.07
14108.36,NC,pellet,23,13,90209.07
14168.93,NC,pellet,23,13,104237.94
14178.1,NC,pellet,23,13,2970273.46
14422.35,NC,pellet,23,13,3325826.22
14436.33,NC,pellet,23,13,1431601.55
14449.21,NC,pellet,23,13,7375449.08
14463.25,NC,pellet,23,13,2737949.93
14477.22,NC,pellet,23,13,13958437.43
14493.24,NC,pellet,23,13,255256426.6
14509.3,NC,pellet,23,13,68123993.35
14525.29,NC,pellet,23,13,4267515.97
14531.34,NC,pellet,23,13,2838769.09
14536.36,NC,pellet,23,13,3476102.65
14546.28,NC,pellet,23,13,7562203.74
14563.25,NC,pellet,23,13,498297.19
14569.73,NC,pellet,23,13,2163979.85
14598.75,NC,pellet,23,13,3621954.32
14614.77,NC,pellet,23,13,81829952.18
14630.71,NC,pellet,23,13,17887425.18
14645.76,NC,pellet,23,13,2133295.97
14655.27,NC,pellet,23,13,12989335.17
14667.73,NC,pellet,23,13,3974762.38
14672.44,NC,pellet,23,13,545001.49
14690.68,NC,pellet,23,13,256160.25
14744.81,NC,pellet,23,13,301061.47
14753.4,NC,pellet,23,13,2590976.83
14776.82,NC,pellet,23,13,2486372.41
14795.29,NC,pellet,23,13,319814.25
14885.59,NC,pellet,23,13,9549592.83
14901.59,NC,pellet,23,13,673947.58
15046.54,NC,pellet,23,13,2204521.34
15062.89,NC,pellet,23,13,685855.84
15064.81,NC,pellet,23,13,26777.46
15111.78,NC,pellet,23,13,2290.34
15277.96,NC,pellet,23,13,2939880.58
15292.88,NC,pellet,23,13,5417.05
15670.12,NC,pellet,23,13,1002144.25
16062.54,NC,pellet,23,13,376840.59
16455.8,NC,pellet,23,13,215165.21
16930.73,NC,pellet,23,13,932463.82
17243.78,NC,pellet,23,13,5086094.47
17259.78,NC,pellet,23,13,720686.61
18107.31,NC,pellet,23,13,147256.25
18121.32,NC,pellet,23,13,1337202.9
18135.35,NC,pellet,23,13,1504377.62
18148.17,NC,pellet,23,13,506200.48
18163.27,NC,pellet,23,13,667137.33
18177.29,NC,pellet,23,13,4963633.15
18192.3,NC,pellet,23,13,10118592.65
18206.31,NC,pellet,23,13,14861874.49
18222.29,NC,pellet,23,13,2715417.51
18227.45,NC,pellet,23,13,50030.29
18237.27,NC,pellet,23,13,357968.6
18248.21,NC,pellet,23,13,107238.92
18257.29,NC,pellet,23,13,872102.58
18273.25,NC,pellet,23,13,855630.53
18285.26,NC,pellet,23,13,947029.22
18303.27,NC,pellet,23,13,195924.91
18334.35,NC,pellet,23,13,58557.1
18341.45,NC,pellet,23,13,38023.27
18347.41,NC,pellet,23,13,82922.12
18354.26,NC,pellet,23,13,39786.54
18365.36,NC,pellet,23,13,354925.17
18413.44,NC,pellet,23,13,44867.08
18430.42,NC,pellet,23,13,169394.59
18445.44,NC,pellet,23,13,467874.78
18459.45,NC,pellet,23,13,685140.19
18468.43,NC,pellet,23,13,34705.1
18474.46,NC,pellet,23,13,1058538.07
18489.48,NC,pellet,23,13,7823927.75
18503.49,NC,pellet,23,13,14957000.16
18518.52,NC,pellet,23,13,21630074.56
18534.49,NC,pellet,23,13,5808930.12
18551.47,NC,pellet,23,13,2375833.11
18568.48,NC,pellet,23,13,1933747.42
18583.48,NC,pellet,23,13,2260500.02
18598.49,NC,pellet,23,13,1876025.8
18615.44,NC,pellet,23,13,242122.45
18629.44,NC,pellet,23,13,41705.77
18665.4,NC,pellet,23,13,86799.07
18743.9,NC,pellet,23,13,28666.99
18757.47,NC,pellet,23,13,239180.92
18764.49,NC,pellet,23,13,68201.15
18776.45,NC,pellet,23,13,25509.47
18781.72,NC,pellet,23,13,100995.39
19297.59,NC,pellet,23,13,37107.43
19491.17,NC,pellet,23,13,27991.67
20059.55,NC,pellet,23,13,242169.73
20114.53,NC,pellet,23,13,344140.87
20131.4,NC,pellet,23,13,1185860.86
20136.46,NC,pellet,23,13,40162.48
20143.38,NC,pellet,23,13,1556036.53
20157.46,NC,pellet,23,13,2001613.75
20171.6,NC,pellet,23,13,9560624.62
20188.49,NC,pellet,23,13,55214258.02
20204.47,NC,pellet,23,13,12886377.29
20219.5,NC,pellet,23,13,6391010.35
20236.58,NC,pellet,23,13,5526443.05
20252.56,NC,pellet,23,13,1269931.47
20268.45,NC,pellet,23,13,1395991.23
20349.43,NC,pellet,23,13,1499348.67
21262.92,NC,pellet,23,13,1015226.56
21715.92,NC,pellet,23,13,24652.04
21730.02,NC,pellet,23,13,45019.78
21746.13,NC,pellet,23,13,218425.1
21762.17,NC,pellet,23,13,6151453.71
21778.97,NC,pellet,23,13,348667.64
21784.09,NC,pellet,23,13,31834.94
21790.04,NC,pellet,23,13,27812.76
21840.93,NC,pellet,23,13,22987.49
21861.15,NC,pellet,23,13,461700.97
21925.01,NC,pellet,23,13,340533.33
22537.13,NC,pellet,23,13,27158.36
24106.02,NC,pellet,23,13,949170.85
24137.02,NC,pellet,23,13,82345.61
24154.05,NC,pellet,23,13,294437.57
24454.26,NC,pellet,23,13,14569.51
24514.1,NC,pellet,23,13,753774.22
24864.3,NC,pellet,23,13,20080.93
3046.14,NC,pellet,23,14,65086.41
3108.56,NC,pellet,23,14,323652.42
3122.58,NC,pellet,23,14,475601.67
3176.29,NC,pellet,23,14,980320.9
3434.73,NC,pellet,23,14,67032.33
3568.06,NC,pellet,23,14,591261.29
3568.57,NC,pellet,23,14,848002.14
3714.92,NC,pellet,23,14,94137.41
4272.16,NC,pellet,23,14,629233.17
4445.22,NC,pellet,23,14,2183157.67
4479.25,NC,pellet,23,14,88423.06
4550.84,NC,pellet,23,14,22787.05
4558.31,NC,pellet,23,14,812907.81
4583.86,NC,pellet,23,14,135040.37
4639.01,NC,pellet,23,14,67569.88
4705.37,NC,pellet,23,14,733712.97
4900.55,NC,pellet,23,14,104171.76
4969.83,NC,pellet,23,14,630128.54
4977.92,NC,pellet,23,14,44278.05
5015.82,NC,pellet,23,14,78322.99
5165.95,NC,pellet,23,14,829968.91
5329.02,NC,pellet,23,14,449098.22
6062.76,NC,pellet,23,14,32760.01
6120.5,NC,pellet,23,14,47085.36
6169.41,NC,pellet,23,14,779682.46
6199.83,NC,pellet,23,14,130200.69
6205.82,NC,pellet,23,14,41111.84
6313.89,NC,pellet,23,14,105204.62
6397.52,NC,pellet,23,14,249377.83
6414.93,NC,pellet,23,14,153713.35
6511.56,NC,pellet,23,14,2025090.64
6610.63,NC,pellet,23,14,955043.42
6676.82,NC,pellet,23,14,185007.69
6690.83,NC,pellet,23,14,238915.56
6699.52,NC,pellet,23,14,76640.43
6704.17,NC,pellet,23,14,83090.46
6723.47,NC,pellet,23,14,40818.37
6747.13,NC,pellet,23,14,334943.81
6756.13,NC,pellet,23,14,102870.96
7268.38,NC,pellet,23,14,34337.48
7369.44,NC,pellet,23,14,850895.81
7596.58,NC,pellet,23,14,1196998.7
8106.33,NC,pellet,23,14,292507.97
8573.63,NC,pellet,23,14,73223.52
9222.21,NC,pellet,23,14,31856.63
9308.73,NC,pellet,23,14,42846.79
9769.12,NC,pellet,23,14,147696.99
10593.26,NC,pellet,23,14,4780025.42
11284.41,NC,pellet,23,14,309321.91
11299.41,NC,pellet,23,14,6052092.78
11313.42,NC,pellet,23,14,1568545.6
11341.43,NC,pellet,23,14,1193543.66
11515.2,NC,pellet,23,14,111967.36
11673.85,NC,pellet,23,14,189584.52
12049.42,NC,pellet,23,14,2770895.63
12376.4,NC,pellet,23,14,2428627.63
13369.9,NC,pellet,23,14,172334.4
13643,NC,pellet,23,14,252061.53
13721.59,NC,pellet,23,14,193545.48
13736.46,NC,pellet,23,14,487780.57
13750.63,NC,pellet,23,14,2122413.96
13765.53,NC,pellet,23,14,10086499.45
13780.67,NC,pellet,23,14,16971696.11
13795.53,NC,pellet,23,14,3654778.17
13808.65,NC,pellet,23,14,1180318.38
13822.67,NC,pellet,23,14,1043904.63
13837.65,NC,pellet,23,14,214527.6
13888.11,NC,pellet,23,14,939462.74
13896.81,NC,pellet,23,14,244803.9
13903.98,NC,pellet,23,14,3342467.22
13922.01,NC,pellet,23,14,223411.85
13927.5,NC,pellet,23,14,142479.21
13943.13,NC,pellet,23,14,1274814.48
13959.16,NC,pellet,23,14,31534956.81
13976.15,NC,pellet,23,14,4992111.11
13990.13,NC,pellet,23,14,986010.15
13997.99,NC,pellet,23,14,489278.32
14008.02,NC,pellet,23,14,4604613.48
14022.84,NC,pellet,23,14,47145.18
14037.03,NC,pellet,23,14,230743.14
14050.04,NC,pellet,23,14,82311.38
14088.02,NC,pellet,23,14,250905.49
14121.2,NC,pellet,23,14,342230.99
14178.1,NC,pellet,23,14,1144313.98
14422.35,NC,pellet,23,14,1721407.73
14436.33,NC,pellet,23,14,831617.29
14449.21,NC,pellet,23,14,3755079.12
14463.25,NC,pellet,23,14,1147022.54
14477.22,NC,pellet,23,14,7937500.3
14493.24,NC,pellet,23,14,131690968.2
14509.3,NC,pellet,23,14,26659736.13
14525.29,NC,pellet,23,14,7612483.94
14531.34,NC,pellet,23,14,1952783.74
14536.36,NC,pellet,23,14,2432751.92
14546.28,NC,pellet,23,14,1214973.01
14554.72,NC,pellet,23,14,435152.88
14569.73,NC,pellet,23,14,1169526.07
14584.72,NC,pellet,23,14,241915.63
14598.75,NC,pellet,23,14,2022101.96
14614.77,NC,pellet,23,14,41981435.93
14630.71,NC,pellet,23,14,9641457.02
14640.84,NC,pellet,23,14,113610.06
14645.76,NC,pellet,23,14,2063259.1
14655.27,NC,pellet,23,14,7218843.6
14667.73,NC,pellet,23,14,427936.85
14685.75,NC,pellet,23,14,164857.09
14744.81,NC,pellet,23,14,143883.85
14753.4,NC,pellet,23,14,274080.37
14776.82,NC,pellet,23,14,1491988.98
14795.29,NC,pellet,23,14,122847.4
14885.59,NC,pellet,23,14,1001017.5
15046.54,NC,pellet,23,14,467486.89
15062.89,NC,pellet,23,14,1111050.01
15277.96,NC,pellet,23,14,175609.33
15670.12,NC,pellet,23,14,31771.87
16930.73,NC,pellet,23,14,389740.24
17243.78,NC,pellet,23,14,1771529.4
17259.78,NC,pellet,23,14,164745.83
17584.2,NC,pellet,23,14,7547.96
18107.31,NC,pellet,23,14,467344.83
18121.32,NC,pellet,23,14,1565134.83
18135.35,NC,pellet,23,14,2900436.99
18148.17,NC,pellet,23,14,394556.08
18163.27,NC,pellet,23,14,770758.94
18177.29,NC,pellet,23,14,3689710.77
18192.3,NC,pellet,23,14,7111988.07
18206.31,NC,pellet,23,14,10576816.67
18222.29,NC,pellet,23,14,2055223.92
18237.27,NC,pellet,23,14,622006.19
18248.21,NC,pellet,23,14,40142.61
18257.29,NC,pellet,23,14,445934.09
18273.25,NC,pellet,23,14,397504.9
18285.26,NC,pellet,23,14,106848.65
18303.27,NC,pellet,23,14,73361.03
18334.35,NC,pellet,23,14,81813.3
18347.41,NC,pellet,23,14,258006.46
18365.36,NC,pellet,23,14,355642.63
18413.44,NC,pellet,23,14,32747.99
18418.42,NC,pellet,23,14,28865.2
18425.42,NC,pellet,23,14,29678.23
18430.42,NC,pellet,23,14,47644
18440.36,NC,pellet,23,14,25350.89
18445.44,NC,pellet,23,14,116584.14
18459.45,NC,pellet,23,14,251218.37
18474.46,NC,pellet,23,14,362616.79
18489.48,NC,pellet,23,14,3673345.22
18503.49,NC,pellet,23,14,7132839.81
18518.52,NC,pellet,23,14,12225457.51
18534.49,NC,pellet,23,14,2882625.24
18551.47,NC,pellet,23,14,1453880.56
18556.63,NC,pellet,23,14,37489.75
18568.48,NC,pellet,23,14,510558.25
18573.63,NC,pellet,23,14,26135.56
18583.48,NC,pellet,23,14,572559.08
18590.35,NC,pellet,23,14,43966.14
18598.49,NC,pellet,23,14,649434.92
18615.44,NC,pellet,23,14,142421.4
18757.47,NC,pellet,23,14,11599.28
20059.55,NC,pellet,23,14,219157.53
20114.53,NC,pellet,23,14,609333.89
20126.49,NC,pellet,23,14,88360.54
20131.4,NC,pellet,23,14,132502.55
20143.38,NC,pellet,23,14,294553.21
20157.46,NC,pellet,23,14,782073.8
20171.6,NC,pellet,23,14,3384608.42
20188.49,NC,pellet,23,14,20466776.56
20204.47,NC,pellet,23,14,4436733.18
20219.5,NC,pellet,23,14,2412194.45
20236.58,NC,pellet,23,14,935694.56
20252.56,NC,pellet,23,14,118918.85
20268.45,NC,pellet,23,14,287727.26
20349.43,NC,pellet,23,14,439249.02
21746.13,NC,pellet,23,14,30612.41
21762.17,NC,pellet,23,14,2240538.68
24106.02,NC,pellet,23,14,2881680.35
24154.05,NC,pellet,23,14,205406.07
24272.97,NC,pellet,23,14,40241.21
24320.92,NC,pellet,23,14,51158.59
24514.1,NC,pellet,23,14,1385851.62
24546.93,NC,pellet,23,14,100449.62
3011.79,NC,pellet,23,15,33076.47
3016.52,NC,pellet,23,15,35416.95
3108.56,NC,pellet,23,15,243809.89
3122.58,NC,pellet,23,15,618073.71
3124.06,NC,pellet,23,15,93506.26
3130.27,NC,pellet,23,15,45493.25
3158.06,NC,pellet,23,15,40774.38
3420.71,NC,pellet,23,15,240535.69
3434.73,NC,pellet,23,15,103548.12
3460.78,NC,pellet,23,15,50052.08
3568.57,NC,pellet,23,15,607004.35
3619.41,NC,pellet,23,15,105354.34
3823.12,NC,pellet,23,15,1482.94
3846.88,NC,pellet,23,15,33666.13
3945.61,NC,pellet,23,15,377.81
4030.71,NC,pellet,23,15,619019.49
4131.49,NC,pellet,23,15,35591.46
4169.15,NC,pellet,23,15,80114.84
4183.15,NC,pellet,23,15,63995.65
4193.75,NC,pellet,23,15,41960.13
4272.16,NC,pellet,23,15,1288308.94
4298.71,NC,pellet,23,15,42653.82
4356.96,NC,pellet,23,15,32976.6
4396.25,NC,pellet,23,15,30124.32
4442.27,NC,pellet,23,15,20816.09
4445.22,NC,pellet,23,15,2495023.65
4459.26,NC,pellet,23,15,280702.5
4479.25,NC,pellet,23,15,3772.46
4558.31,NC,pellet,23,15,1143390.59
4571.58,NC,pellet,23,15,1235.98
4574.15,NC,pellet,23,15,80760.27
4584.03,NC,pellet,23,15,5460.04
4603.18,NC,pellet,23,15,335758.57
4607.87,NC,pellet,23,15,272609.05
4621.49,NC,pellet,23,15,68197.61
4674.67,NC,pellet,23,15,2285.35
4705.37,NC,pellet,23,15,1097841.03
4723.69,NC,pellet,23,15,106621.18
4733.35,NC,pellet,23,15,108239.63
4775.41,NC,pellet,23,15,12187.05
4799,NC,pellet,23,15,53623.27
4836.19,NC,pellet,23,15,23955.83
4842.42,NC,pellet,23,15,85564.88
4845.24,NC,pellet,23,15,5158.5
4918.85,NC,pellet,23,15,23642.67
4943.09,NC,pellet,23,15,64488.41
4954.59,NC,pellet,23,15,65819.78
4969.83,NC,pellet,23,15,742437.3
5015.82,NC,pellet,23,15,39892.67
5039.32,NC,pellet,23,15,65765.47
5088.29,NC,pellet,23,15,7473.52
5165.95,NC,pellet,23,15,1173742.94
5275.49,NC,pellet,23,15,5609.54
5329.02,NC,pellet,23,15,585000.44
5333.76,NC,pellet,23,15,1343.32
5351.94,NC,pellet,23,15,21391.5
5404.14,NC,pellet,23,15,4013.35
5473.71,NC,pellet,23,15,6059.89
5733.3,NC,pellet,23,15,94175.15
5758.98,NC,pellet,23,15,81069.75
5774.96,NC,pellet,23,15,31974.83
5940.01,NC,pellet,23,15,500.17
6045.76,NC,pellet,23,15,121438.43
6075.12,NC,pellet,23,15,63157.41
6096.42,NC,pellet,23,15,64865.67
6116.15,NC,pellet,23,15,45169.73
6163.48,NC,pellet,23,15,53703.19
6169.41,NC,pellet,23,15,678785.28
6177.84,NC,pellet,23,15,79022.42
6189.81,NC,pellet,23,15,78341.88
6199.83,NC,pellet,23,15,129504.87
6271.63,NC,pellet,23,15,3758.83
6338.93,NC,pellet,23,15,42402.93
6379,NC,pellet,23,15,36049.95
6390.27,NC,pellet,23,15,21032.5
6394.99,NC,pellet,23,15,4987.23
6405.71,NC,pellet,23,15,25996.51
6436.02,NC,pellet,23,15,35110.05
6454.28,NC,pellet,23,15,3564.13
6492.03,NC,pellet,23,15,3378.4
6495.17,NC,pellet,23,15,3847.13
6507.06,NC,pellet,23,15,833729.15
6511.56,NC,pellet,23,15,1400567.64
6523.05,NC,pellet,23,15,129604.13
6543.02,NC,pellet,23,15,72418.64
6556.1,NC,pellet,23,15,24160.09
6560.97,NC,pellet,23,15,13133.8
6572.12,NC,pellet,23,15,14423.44
6589.11,NC,pellet,23,15,6438.52
6605.01,NC,pellet,23,15,33387.9
6610.63,NC,pellet,23,15,961413.28
6627.87,NC,pellet,23,15,2441.97
6643.89,NC,pellet,23,15,125884.58
6659.88,NC,pellet,23,15,37718.23
6675.88,NC,pellet,23,15,9361.81
6691.89,NC,pellet,23,15,3228.97
6704.17,NC,pellet,23,15,76913.59
6706.86,NC,pellet,23,15,2199.92
6715.2,NC,pellet,23,15,73369.27
6733.89,NC,pellet,23,15,15439.23
6739.81,NC,pellet,23,15,298377.82
6741.87,NC,pellet,23,15,11268.93
6747.13,NC,pellet,23,15,264476.51
6749.89,NC,pellet,23,15,4811.55
6757.85,NC,pellet,23,15,2379.34
6805.94,NC,pellet,23,15,5858.01
6817.39,NC,pellet,23,15,827.03
6842.84,NC,pellet,23,15,57928.03
6972.91,NC,pellet,23,15,12978.15
7054.75,NC,pellet,23,15,29708.29
7057.91,NC,pellet,23,15,33822.94
7480.83,NC,pellet,23,15,205600.25
7700.94,NC,pellet,23,15,70987.07
7998.09,NC,pellet,23,15,2519464.4
8014.09,NC,pellet,23,15,220718.05
8036.67,NC,pellet,23,15,223588.58
8050.78,NC,pellet,23,15,5648.6
8283.01,NC,pellet,23,15,19483.21
8478.36,NC,pellet,23,15,17458.88
8535.38,NC,pellet,23,15,10975.33
8921.37,NC,pellet,23,15,14332.03
9035.61,NC,pellet,23,15,34594.52
9217.34,NC,pellet,23,15,22965.13
9244.73,NC,pellet,23,15,6972.94
9257.02,NC,pellet,23,15,16194.77
9259.75,NC,pellet,23,15,555681.67
9277.69,NC,pellet,23,15,674750.86
9292.21,NC,pellet,23,15,66140.25
9315.23,NC,pellet,23,15,7894.12
9334.2,NC,pellet,23,15,16311.92
9347.02,NC,pellet,23,15,536.5
9402.31,NC,pellet,23,15,544.06
9757.62,NC,pellet,23,15,1930.33
10439.2,NC,pellet,23,15,28600.25
11299.41,NC,pellet,23,15,737245.86
11673.85,NC,pellet,23,15,187786.88
12049.42,NC,pellet,23,15,815716.06
12376.4,NC,pellet,23,15,1030133.61
13706.45,NC,pellet,23,15,46532.42
13736.46,NC,pellet,23,15,51409.93
13750.63,NC,pellet,23,15,1459067.93
13765.53,NC,pellet,23,15,7144696.83
13766.55,NC,pellet,23,15,122046
13780.67,NC,pellet,23,15,10150268.67
13795.53,NC,pellet,23,15,2318257.27
13808.65,NC,pellet,23,15,1273982.96
13822.67,NC,pellet,23,15,1295184.16
13850.69,NC,pellet,23,15,205034.46
13864.52,NC,pellet,23,15,256274.98
13888.11,NC,pellet,23,15,1686435.32
13896.81,NC,pellet,23,15,371614.55
13903.98,NC,pellet,23,15,1049230.96
13922.01,NC,pellet,23,15,813691.98
13927.5,NC,pellet,23,15,412173.5
13943.13,NC,pellet,23,15,514779.64
13969.93,NC,pellet,23,15,77318.96
13997.99,NC,pellet,23,15,1351183.49
14008.02,NC,pellet,23,15,4705330.94
14022.84,NC,pellet,23,15,160773.14
14037.03,NC,pellet,23,15,421522.07
14050.04,NC,pellet,23,15,467605.78
14063.03,NC,pellet,23,15,55752.58
14068.54,NC,pellet,23,15,210113.49
14077.97,NC,pellet,23,15,166165.39
14082.58,NC,pellet,23,15,163715.35
14088.02,NC,pellet,23,15,1373373.44
14108.36,NC,pellet,23,15,56989.74
14121.2,NC,pellet,23,15,37898.62
14178.1,NC,pellet,23,15,367691.68
14422.35,NC,pellet,23,15,344949.91
14436.33,NC,pellet,23,15,200582.62
14449.21,NC,pellet,23,15,1200971.6
14463.25,NC,pellet,23,15,209209.37
14477.22,NC,pellet,23,15,2948308.04
14493.24,NC,pellet,23,15,53236573.95
14509.3,NC,pellet,23,15,10803355.71
14525.29,NC,pellet,23,15,2341079.88
14536.36,NC,pellet,23,15,812829.58
14546.28,NC,pellet,23,15,1619611.06
14569.73,NC,pellet,23,15,193378.18
14598.75,NC,pellet,23,15,362243.23
14614.77,NC,pellet,23,15,15956413.6
14623.84,NC,pellet,23,15,24801.45
14630.71,NC,pellet,23,15,2101797.28
14645.76,NC,pellet,23,15,334564.72
14655.27,NC,pellet,23,15,3271742.69
